user,location,text
jucles023,Izquierda,"#Anonymous por favor el hackeo a Uribe. La justicia acá es intocable con ese señor. 
@YourAnonOnline… https://t.co/6kjhGCXdSS"
Camibaq1,,Ya comenzo las noticias de rcn y caracol #Anonymous
cristianloz212,"Bogotá, D.C., Colombia","Y al parecer #Anonymous hackeó la página de la presidencia, son los mejores. #ParoNacional4M #ParoIndefinido2021 #4M"
Sebashzhs,HTTP 404 Not Found ,Te amo #Anonymous https://t.co/AzaayJK0wi
tatmzpd,,"""Ranita"" JAJAJAJAJJAJAJAKAJJAJAJAJAJA
#Anonymous https://t.co/nXyIebSpXN"
jose67113523,,#Anonymous porfavor hackear Caracol y RCN y colocar los vídeos de abuso policial
luishdi,,PAGINA PRESIDENCIA FUERA #Anonymous https://t.co/N5pCgaBsPK
LauraDanielaFv,,"Los más ricos de Colombia y sus gobernantes celebran las masacres como la purga.

#Anonymous"
tdelemom,,"Vamos todos ya mismo, al live de la ONU, y  pidamos SOS para Colombia

🆘🇨🇴🆘🇨🇴🆘🇨🇴🆘🇨🇴🆘

https://t.co/vZhekT4Aa9… https://t.co/nO1WNr1HKM"
angie_guerre,,@WRadioColombia 🤣🤣🤣🤣🤣🤣🤣 #Anonymous hakeen la #Jep... Ahí hay tela que cortar
SasaDep80,"Bogotá, Colombia",#SOSColombiaDDHH así funciona @PoliciaColombia para justificar las órdenes #DuqueAsesino #NoALaReformaALaSalud… https://t.co/JiMqbG5pSF
alelon85,"Bogotá, D.C., Colombia",Se le solicita a #Anonymous tumbar la página de la DIAN... Háganos esa caridad!!!
Jhenicita89,,"Por favor #Anonymous no vallas a jakear el sistema de data crédito por que si nos borran, entonces el gobierno se q… https://t.co/6djqlHgGYr"
1990_usuario,,Ahí está el correo y la contraseña del genocida Álvaro Uribe Vélez. Y unos cuantos. @AlvaroUribeVel #Anonymous https://t.co/9vl0qlniPE
_nolosee,,"‼️ Ningún artista mencionado en mi cuenta, ni su vida o profesión están relacionados o involucrados de alguna maner… https://t.co/YCcQpVtIEh"
EquidQuimera,"Bogotá, D.C., Colombia","Vieron que rcn n y caracol andan tratando de ser empáticos.
Con propagandas empáticas con el pueblo??

Saben que co… https://t.co/i7WMaGwxTV"
Adryana21620662,,Aplausos para estos pocos y muchos que se levantan en causas justas No soy Colombiana pero me solidarizo con mis he… https://t.co/4fgwXsHwzV
KillerSerrania,Ciudad De Mexico ,"@FirenzeM dia 01 se presento ante una conferencia de prensa en la cual evadió múltiples respuestas a preguntas, per… https://t.co/lbkLLpAYOd"
valeriiaxz,,"A porky le dio miedo tan mka 

Y mejor que suspenda eso definitivamente #Anonymous https://t.co/61b2R0WjoW"
D0200020,,"que sutil y reconfortante seria que esto fuese una realidad 
#Anonymous https://t.co/jAhu8HjX3C"
greninja_f,,"Ya está otra vez activa, esto es una guerra informatica #Anonymous no te puedes rendir destapa todos los tapujos de… https://t.co/Ip4xQU0rpK"
EmersonTabares2,"Medellín, Colombia","Dicho por Hugo Chávez 🇨🇴❌
#Anonymous
#Colombia 
#alvarouribediolaorden https://t.co/6WV5TD2Bdp"
AlejaLuna87,,"Sería genial que se eliminara la información de Icetex y data crédito, también del programa de Duque! Porfis.… https://t.co/eEJRjvxDJq"
JadidPareja,"Medellín, Colombia","#AnonymousColombia #Anonymous 
Es verdad?
Dime qué fuiste tú, quien tumbó las páginas de:
Presidencia de Colombia
P… https://t.co/O72rCk7Nly"
danielapvillega,Colombia,#Anonymous no es quiera que intervengan pero ya va a empezar el noticiero en rcn
ConTodaCol,"Bogotá, DC, Colombia","Es Increíble E Indignante La Forma Como Nos Están Atancando, Con Balas De 9mm Y Balas De Goma Además De Disparar Ga… https://t.co/PioBzKLY1f"
losada_fk,,"bloquee la comunicación de los tambos, les pone las divinas de fondo ""nadie pasa de esta esquina ""  jajajajaja 
#Anonymous"
MichaelHanma,"Santa Marta, Colombia","No han podido sacar a Maduro de la presidencia de Venezuela, ahora van a sacar a duque de Colombia🐷🤡🤡, vamos pueblo… https://t.co/5H0oBisGp1"
Maikelhxc,🇨🇴 🌋,#Anonymous entraron a la pagina del senado a jjaja son unos craks https://t.co/VDw5M6f4pD
AnonymousOpCol1,,"@ELTIEMPO Seguiremos, espéranos Colombia. #Anonymous"
Colombiano1810,Colombia,#Anonymous #AnonymousColombia hackear a las siguientes personas y sacarles los trapitos al sol @AlvaroUribeVel… https://t.co/3wUlU89udo
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/Zos5Ohim8W
soy__sebas22,"Santa Marta, Colombia","Qué tal este cerdo hpta. Hace como Pilatos, lavandose las manos. Hay que tumbarlo. #SOSColombiaDDHH #DuqueAsesino… https://t.co/nmR8vKl3C9"
ViveParo,,CADA VEZ MÁS TWEETS SOBRE #SOSColombiaDDHH  YA VAN 1M DE TRINOS HAY QUE SEGUIR ASÍ QUEREMOS SER ESCUCHADOS POR TODO… https://t.co/RrCBt5RQeB
StivenM64775488,,"PORFAVOR TUMBEN LOS MEDIOS
CARACOL Y RCN 
ESTAN CENSURANDO #Anonymous"
PapaSaimon,,"El paraco @AlvaroUribeVel Muestra video de manifestante disparando, pero en realidad es un infiltrado de las ESMAD.… https://t.co/kY1PBkD5YK"
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@vantsvodka @jiminlipz PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS V… https://t.co/02oaU0BlJW
dianatrujillo_1,,#Anonymous página del senado!!! Thanks you #Anonymous #AnonymousColombia #SOSColombiaDDHH #ColombiaEnAlertaRoja https://t.co/ianLfEScpG
BTSDanv,,son los que están asesinado a sangre fría a los manifestantes que solo están luchando por algo que deberíamos tener… https://t.co/DeMTo0bxQO
luisaa_jimenezz,En algún lugar del mundo 🍎,Ahora si viene lo chidooo!! #Anonymous #SOSColombiaNosEstanMatando #ColombiaResiste #AnonymousColombia #ColombiaSOS https://t.co/4OlR0so4Gd
6jjleconde6,San Juan de Pasto-Nariño,"No ex PRESIDIARIO @AlvaroUribeVel se equivoca, nuestra revolución no es molecular, es atómica, y por tanto constitu… https://t.co/8Epu8uolpz"
wilsonmonroyto1,,@marcepachecoe @AdrianaLucia @JulianRoman #Anonymous  #AnonymousColombia  ayuda  si revisan el contexto este señor… https://t.co/Sq4SQV6vOv
_nolosee,,"Demi Lovato, Justin Bieber, Kendall Jenner y Kim Kardashian resultaron tener más empatía por el pueblo que los arti… https://t.co/F9gJfGFVjN"
Judas_cc,Colombia ,"Que se caiga todo, de ese gobierno corrupto, vamos Colombia, siempre firmes #Anonymous #ParoNacional4M"
EquidQuimera,"Bogotá, D.C., Colombia","Asco de policías
#Anonymous  continúan con la represión. https://t.co/pomPphaauG"
Lizzie58929824,,"#Anonymous
Ojalá y no le hackees todas las redes sociales al porky 

Guiño Guiño"
AdAstra_91,,@AnonymousOpCOL #Anonymous parece que estan bajando los live en siloe #SOSCali
losada_fk,,#Anonymous también tumbo la de la presidencia https://t.co/Dsr4YXqAQd
yocxstillo,Ahi mismo ,"Somos #Anonymous , Somos legion

Yo: https://t.co/YknmUXJlE2"
Nidiagamezba,Dificil- Mag  V/par ,#Anonymous  SON LA MONDAAA MK
Diegooperilla,,#Anonymous un sueño es verdad @YourAnonNews @AnonNews_Col #Colombia #ColombiaSOS #ColombiaResiste @infopresidencia https://t.co/8MJFE1R1AN
SasaDep80,"Bogotá, Colombia",#SOSColombiaDDHH #AnonymousColombia #Anonymous @dw_espanol @Pontifex_es @AFPespanol @France24_es @ActualidadRT todo… https://t.co/uvDqG0IDHv
GdeGonzito,,"Oigan #Anonymous nos pueden hacer un favor de panas?? La siguiente pagina que sea la de data crédito. Hoy por mi, mañana por ti xd"
Angie__Almada,"Buenos Aires, Argentina","#Anonymous nos das una manito por Argentina también, gracias."
brigittecortes,bogota,"#Anonymous   Que tumben la de la policía, las fuerzas armadas. ahí desestabilizan al estado vamoooos"
Alberto30067979,,"La pagina, de las ratas del Senado, ha sido hackeada, por #Anonymous https://t.co/UYwjRAtuY1"
FSuescunO,Chillán Chile,"Pueden dar golpes mas contundentes, desclasificar información sería excelente #Anonymous 💪🏻 https://t.co/FdbOS82fQW"
rafaportohill,Cartagena,@RevistaSemana #SOSColombiaDDHH #SOSColombiaNosEstanMatando #ParoNacional4M #Anonymous Prevención y Acción https://t.co/cXRN1tiFWP
MichaelHanma,"Santa Marta, Colombia",Mientras tanto Colombia como taquilla en otros países.🤡🤡🤡🤡🤡🤡🐷#DuqueRenuncie #mundo #ONU #Anonymous #AnonymousColombia
LoboAuuuu,España ,"Mi puto ídolo jajaj que grande 
#Anonymous @YourAnonNews https://t.co/wbrwid4KaC"
JavierF11344535,,"@AnonymousOpCOL Tumben la página de las ratas de la policía aquí les dejo el link https://t.co/CbBXzfJ7NI

#SOSColombiaDDHH #Anonymous"
jumbarila08,,"Amigos de @YourAnonCentral porqué no se animan a cerrar @NoticiasRCN y @NoticiasCaracol
#Anonymous 💪💪"
claneva,Argentina,Las y los humanistas nos solidarizamos con el pueblo Colombiano!!! Repudiamos la violencia del estado ejercida cont… https://t.co/gpOUQnKdBv
Luz_Angie_,,TIENEN MIEDO #ColombiaEnAlertaRoja #DuqueAsesino #SOSColombiaDDHH #Anonymous https://t.co/mpCmlzVAze
alexander_w17,Colombia,"En Colombia 🇨🇴 🇨🇴 nos están ASESINANDO   Ayuda, Auxilio, 🆘 🆘 🆘 #Anonymous #DuqueAsesino #SOSColombiaDDHH… https://t.co/uLPWrz3Yjo"
Dann1523,"Cartagena, Colombia",#Anonymous ¡La página del ICETEX por favor! Ya nos tienen secos de pagar intereses.
Sebasmoraleess,"Medellín, Colombia","Que paso @IvanDuque hoy queríamos verlo presidente, por qué tan ausente?
Miedito o que?
#Anonymous gracias ❤️"
Chaverra_Omg,"Medellín, Colombia",#Anonymous vamos por RCN y CARACOL que se les acabe lo solapados que son.
Behemotsolo,"Barranquilla, Colombia","Querido #Anonymous por fa borra la base de datos del icetex, datacredito y mira pa ve que saboteas en la dian."
InbaaX,Eurasia Colony,GRACIAS PRESI POR LA PLAY 5 #Anonymous #AnonymousColombia https://t.co/prYeM8ih4d
jhonnybaner,Mexco D.F,"#Anonymous esperando a que @YourAnonNews se acuerde de México.

Que acá también necesitamos de su ayuda… https://t.co/E4IHvpKUfm"
Fawn1992,"Bogotá, D.C., Colombia","Vamos que vamos hasta que se sepa toda la verdad de este gobierno corrupto e incompetente.
#Anonymous… https://t.co/60uv4Niftb"
Margare67103841,,"Que paso @IvanDuque hoy queríamos verlo presidente, por qué tan ausente?
Miedito o que?
#Anonymous gracias ❤️"
ledystiles,Aquiii...,#Anonymous acuérdate de mi y sácame de #datacredito por favor🙏🙏🙏
dimipa26,,#Anonymous debería vaciar las cuentas de los congresistas y con esa plata se podría pagar la deuda externa 🤔
JuanGui_RMCF,Colombia,"#Anonymous
Tumben el programa del Doctor Tocino de las 6:00 pm 😎😎😋😋"
AndresPala89,bogota city,"#Anonymous Los Comparendos De La @PoliciaColombia Asesina,
Que Nos Pusieron En Pandemia. por Buscar Un Plato De Cóm… https://t.co/TLS9vTz2aM"
JUANPAARIAS3,"Medellín, Colombia","VAMOS, VAMOS QUE ESO NO ES NADA
#Anonymous 
#AnonymousColombia 
A tumbarle hasta las canas a esos dos personajes
SI… https://t.co/UBKAYwXcau"
Anonymous_Latin,,@AnonymousOpCOL Vamos por todos los corruptos! Fuerza Colombia 🇨🇴 #OpColombia #Anonymous #ColombiaSOS
_Carucita,"Pereira, Colombia",Que #Anonymous borre la base de datos del @ICETEX 🥺
federicobc97,,#Anonymous es necesario que le demuestren a este narco estado por que no podemos ser el Silicon Valley de latino Am… https://t.co/D0LxIo6hUa
JaniFlz,"Cartagena, Colombia",Falta RCN Y Caracol #Anonymous
josevelez5874,,"Gracias a toda la organización #Anonymous , esto no para y hay que desenmascarar este gobierno corrupto!… https://t.co/xImPohcHDe"
JsbastianR,"Bucaramanga, Colombia",@elespectador También acaban de tumbar la de la presidencia. 💪🏼🔥🇨🇴 #Anonymous https://t.co/q99lF9USrF
Cristia31586398,Colombia,Esperando que Anonymus hackee a duque y a todos los que forman parte del gobierno #Anonymous https://t.co/ulRfgxdDSQ
rafaportohill,Cartagena,@fdbedout #SOSColombiaDDHH #SOSColombiaNosEstanMatando #ParoNacional4M #Anonymous Prevención y Acción https://t.co/vPZwVwb4TT
WalterMata14,"Cali, Colombia","@carlosvives ""Colombiano"" / @LuisFonsi Puerto riqueño.
La empatía se ve más de artistas de otros países que los loc… https://t.co/68LsmtvDYu"
gisela_verona,"Valle del Cauca, Colombia",De nuevo lo hace #Anonymous tumban la página de la presidencia en Colombia 🇨🇴🇨🇴🇨🇴❤️ infinitas gracias.… https://t.co/QbI1oWi5D2
Ximena63014735,"Seoul, Republic of Korea 🇰🇷","FUERZA COLOMBIA!!!
 ❤️‍🔥 🇨🇴
#SOSColombiaDDHH #Anonymous #Asesinos #DuqueRenuncie #SOSColombiaNosEstanMatando… https://t.co/up6P3pXXnc"
DannaRa54192255,en la carcel de karmaland🌿🌺,"YA LES DIO MIEDO, VERDAD HIJOS DE SU REPUTISIMA MADRE? #Anonymous https://t.co/R1I8jtz3VF"
kmilomusic_DJ,bogota D.C,"@IvanDuque Se cago él marrano #Anonymous nuestra lucha virtual, #Jovenes no dejemos de luchar por tu pais por mi pa… https://t.co/y8GLCoE85D"
thatmagicmusic,"Medellín, Colombia.",Tumbaron la página de la presidencia  #Anonymous
Diego_Car93,,"Ya que #Anonymous esta en una obra social apoyando el paro, los animo a hacer un acto de caridad por este humilde s… https://t.co/RNvUv2bO4I"
dieuryuki,𝐌𝐢 𝐏𝐮𝐭𝐚 𝐂𝐚𝐬𝐚,"""Es realmente chocante que un presidente despues de la situación que está pasando su país, no se haya pronunciado d… https://t.co/hXqiw3c4xP"
soscolo37380262,,#Anonymous data crédito y tumben las cuentas de esos perros hijueputas de duque y Uribe
Colombiano1810,Colombia,#Anonymous debería hackear el Icetex y dejar a todos los Colombianos al día en su crédito y de paso a datacredito y… https://t.co/l7JNHdrRsq
duvanchodiseno,,@luciacvdo falta la policía nacional de colombia #Anonymous
Caenon9,"Columbia Británica, Canadá","#Anonymous
#HumanRights 
#HumanRightsDefenders 
#HumanRightsViolations 
#DerechosHumanos 
#DDHHinternacional… https://t.co/XjB2WG1Z5X"
Jaqueli88675398,,"""NOS QUIEREN SACAR LOS OJOS, PORQUE SABEN QUE YA LOS ABRIMOS"" 
FUERZA COLOMBIA!!! 🇨🇴🤜🏻🤛🏻
 ❤️‍🔥 🇨🇴
#SOSColombiaDDHH… https://t.co/W9DSU81bVC"
garcesvillareal,,"Y esto que es @PoliciaColombia  :)?

#AnonymousColombia 
#Anonymous https://t.co/p34hLsJ1qe https://t.co/ascp0yw4zr"
JuanGui_RMCF,Colombia,"#Anonymous
La pagina del ejercito sigue sin funcionar 😂😂😂😂😬😬 https://t.co/Cet1vPyCpj"
andreypt_,En tu corazón bb,"@YourAnonNewsESP 
PETICIÓN NACIONAL PARA QUE TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO P… https://t.co/GcaH8dBIn7"
MichaelHanma,"Santa Marta, Colombia","#Anonymous vamos que si se puede!!!!!!!!
#AnonymousColombia #RenuncieDuque #SOSColombiaNosEstanMatando https://t.co/nj8gwhXmOR"
3Mariakm29,,La pagina del senado ejercito y ahora precidencia calleron #Anonymous
803_angie,,#Anonymous La DIAN por favor!!! 🙏
juanjos43841039,,"Colombia esta pasando por una situacion muy dificil gracias a todos los paises que nos estan apoyando!!
FUERZA COLO… https://t.co/wKAU5esSAU"
DarwinG23871792,,@Y0urAnonOPS @AnonymousOpCOL Los pts amos✊🏼♥️ #Anonymous
brannfonseca,,"@AnonymousOpCOL Gracias de nuevo.
Ustedes son implacables, ellos no tienen defensas, y el que todos lo sepan debe s… https://t.co/Jcbbw0hhH6"
apoliticoBQA,Barranquilla,"#Anonymous 

Son la verga..."
SuryGarca8,,"Me duele el alma, he llorado con todo esto, amo profundamente mi país y es muy duro vernos así, vernos morir, ver t… https://t.co/hp84m5YXPx"
AndresPala89,bogota city,"@opg28 #Anonymous La Página De Data Crédito.
Estos .
Necesitamos Empezar Una Vida Desde 0"
ayumidany14,Colombia,"#ParoNacional4M #Anonymous #AnonymousColombia  s.o.s Bosa Piamonte , está en vivo y en directo 
https://t.co/8tMa8vCz2I"
cocolilo8,,Caída la página de la presidencia de #Colombia #Anonymous #ParoNacional4M
random_uwuofc,,Quede así 😧 cuando leí la mayoría de publicaciones con el #FuerzaCOLOMBIA #Anonymous gente wow. Ahora sumenle el vi… https://t.co/bSBIAgMOJL
LauraRo53666414,,#Anonymous Petición para que #Anonymous tire el programa de Duque a las 6:00PM y muestre los vídeos de abuso polici… https://t.co/mfuxKfqqBj
jodareyes,,"#Anonymous algunas de las contraseñas de correo del ejército reveladas por Anonymous.
2021
12345
Asdfgh
Te amo
Ilove"
PablitoTvk,,#Anonymous ya que Duque pirobo no dará su charla Que tumben las noticias y Pongan los videos de abuso Porfavor ✊🏽Fuerza Colombia.
TruthColombia,"Bogotá, D.C., Colombia","Un BEBÉ!

Un BEBÉ LA NUEVA VÍCTIMA DE #GustavoPetroVioladorDeDDHH y sus BLOQUEOS de Protestas "" PACÍFICAS ""

Srs.… https://t.co/QVdwA3XouJ"
garzonFB,,"#Anonymous Pitalito presente!!
Colombia resiste!! https://t.co/7WiGlcUJas"
JuanchoBs01,Colombia,"Primera vez en mas de un año, que nuestro pesimo presidente no transmite su dichoso programa, miedo a que… https://t.co/PbmPozxOoc"
Margari37418484,,#Anonymous #SOSColombiaDDHH tumbaron la página del senado 💪💪💜 https://t.co/YVi4tW0fpX
MaryMartinez143,Colombia,"Hoy me duele mi país💔🇨🇴

#SOSColombiaDDHH
#SOSColombiaNosEstanMatando
#ColombiaEnAlertaRoja 
#ColombiaResiste 
#Anonymous"
_nolosee,,"Ocupen rayos lasers para distraer a helicopteros y policias, no es mucho pero eso sirvió en chile para el estallido… https://t.co/NaK8Dd7kCs"
JhonatanToroZ,,"@max_emprendedor @YourAnonCentral @AnonymousOpCOL @YourAnonNewsESP #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE… https://t.co/dGfEKJ7RC5"
Realjlexa,,"Gracias, muchas gracias  #Anonymous"
elnadaista,,Los profes fachos estar alebestrados aca hay otro. A hacerlo viral pues #SOSColombiaDDHH #ParoNacional4M… https://t.co/FyDcvESYzb
yesehega,caucasia-antioquia-colombia,"#AnonymousColombia #Anonymous #SOSColombiaDDHH la descripción perfecta para lo que son, asesinos del estado, ni per… https://t.co/oQPrzNbBYp"
luciacvdo,Colombia,"#Anonymous ya tumbó la página del ejercito, el senado y ahora la presidencia. 
#SOSColombiaDDHH"
JeanUckerman,Colombia,"@JosAndrsP1 Otro puto descerebrado mas que no sabe lo que pasa en  este pais, que asco estos pendejos deberían esta… https://t.co/uzPtGNZKQi"
mariannamarkets,Cali - Colombia,@AnonymousOpCOL Arriba #anonymous. Sin uds estamos más solos!!!! #ParoIndefinido
_nolosee,,"En caso de bloqueo de las redes sociales en Colombia, descarguen:
Vpn: tunnelbear, psiphon y
Wifi gratis:… https://t.co/rcB9yCzkjB"
PareIvonne,,Y si nosotros éramos los vándalos por qué ahora hoy 4 de mayo sin policías ni smad en las calles no hay vandalismo?… https://t.co/zDEQOhzW8C
SantiagoGalvis_,Dosquebradas - Pereira,Anonymous tumbo la pagina del senado y aparte filtro los correos institucionales de nuestras honorables cucarachas… https://t.co/5eQbFWasgt
Lizzie58929824,,"#Anonymous Adoptenme 🥺
Todavía falta revelar los secretos de la uribestia y los del malvado doctor porcino"
Stev_Car,,"https://t.co/TAqv5lWmCl Mírenlo completo y entérese de quién es realmente ÁLVARO URIBE VÉLEZ, ayúdenme a compartir… https://t.co/HWU22TIivr"
Santiago0Beta,"Medellín, Antioquia",Dónde está el programa del cerdo ? Porque no sale ? Que quiero ver si #Anonymous #AnonymousColombia lo tumban o no !!
Ale_Castill0,"Bogota, Colombia","Ha hecho mas por el país #Anonymous, los ejércitos k-pop y Army, que el gobierno colombiano. #ParoNacional3M #SOSColombiaDDHH"
Hardlife772,"Bogotá, D.C., Colombia","@AnonNews_Col La loca de presidente que tenemos no quiere hablar, no quiere aparecer  ya sabe que se le va a caer e… https://t.co/5SJjSKf1hU"
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/cOkCbKO1aB
CamiloGarciaP1,,"@khairfuck De echo le borro la pagina a el ejercito de colombia y filtro datos bancarios de el gobierno, un grande #Anonymous"
